Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
ofertas caldea andorra 2x1,1,1,880,26,0.23,https://www.caldea.com/ofertas,704,0.52,161.00,1,3230,"[76,100,100,55,45,36,24,30,55,100,76,67]",2025-12-30,"Sitelinks, Related searches","informational, transactional",Organic
caldea andorra spa,1,1,720,31,0.20,https://www.caldea.com/,576,0.43,115.00,0.55,436000,"[2,1,2,100,3,100,30,1,1,44,2,5]",2025-12-07,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
caldea inuu,1,1,720,31,0.16,https://www.caldea.com/entrada-premium,576,0.43,92.00,0.64,11300,"[34,34,34,20,20,16,11,8,16,24,24,30]",2025-12-28,"Knowledge panel, Image pack, Video, Related searches","navigational, transactional",Organic
caldea andorra precios,1,1,720,30,0.11,https://www.caldea.com/entradas,576,0.43,63.00,0.98,291000,"[100,100,45,36,30,24,20,67,76,45,55,76]",2026-01-23,"Video, People also ask, Related searches, AI overview",transactional,Organic
ofertas caldea 2x1,1,1,720,27,0.19,https://www.caldea.com/ofertas,576,0.43,109.00,1,3370,"[88,100,59,72,59,32,39,72,100,88,72,72]",2026-02-02,"People also ask, Related searches",transactional,Organic
ofertas caldea,1,1,720,23,0.21,https://www.caldea.com/ofertas,576,0.43,120.00,1,275000,"[34,24,44,65,34,20,20,30,5,13,16,20]",2025-12-14,"Sitelinks, Video, Related searches","informational, transactional",Organic
balneario caldea andorra,1,1,720,33,0.15,https://www.caldea.com/,576,0.43,86.00,0.89,188000,"[52,52,31,25,16,16,20,37,52,37,46,68]",2026-01-26,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",navigational,Organic
caldea hotel,1,3,590,25,0.38,https://www.caldea.com/,472,0.35,179.00,0.97,328000,"[29,22,13,13,10,7,8,10,10,16,8,20]",2026-02-05,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches",navigational,Organic
centro termoludico caldea,1,1,590,25,0.16,https://www.caldea.com/,472,0.35,75.00,0.26,18200,"[4,10,4,4,1,2,2,29,36,16,22,36]",2026-01-21,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",navigational,Organic
hoteles andorra caldea,1,1,590,25,0.31,https://www.caldea.com/oferta-hotel-andorra,472,0.35,146.00,0.77,82400,"[2,1,2,8,100,52,31,2,2,37,31,100]",2025-12-19,"Knowledge panel, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
centro termolúdico caldea fotos,1,1,590,,0.32,https://www.caldea.com/,472,0.35,151.00,0.19,4820,"[0,0,0,0,0,0,0,1,27,44,52,66]",2026-01-15,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,Organic
caldea premium,1,1,480,22,0.15,https://www.caldea.com/entrada-premium,384,0.28,57.00,0.91,263000,"[100,100,54,54,44,36,36,54,66,54,66,81]",2026-01-19,"Video, People also ask, Related searches",navigational,Organic
caldea andorra hotel,1,1,480,23,0.35,https://www.caldea.com/,384,0.28,134.00,0.88,668000,"[24,24,44,16,8,7,44,7,8,7,4,5]",2026-02-04,"Sitelinks, Video, Image, Hotels Pack, People also ask, Related searches, See results about","navigational, transactional",Organic
entrades caldea,1,1,480,37,0.14,https://www.caldea.com/entradas,384,0.28,53.00,1,20700,"[20,24,30,11,8,8,4,7,16,24,16,16]",2025-12-31,"Knowledge panel, Ads bottom, People also ask, Related searches","informational, transactional",Organic
entradas a caldea,1,1,480,32,0.17,https://www.caldea.com/entradas,384,0.28,65.00,1,241000,"[36,36,36,45,45,24,24,20,10,13,30,55]",2025-12-11,"Knowledge panel, Sitelinks, Video, Related searches","informational, transactional",Organic
balneario de andorra,1,1,480,26,0.09,https://www.caldea.com/,384,0.28,34.00,0.72,1870000,"[81,81,54,54,54,44,44,66,100,81,81,81]",2026-01-21,"Knowledge panel, Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
hoteles en andorra con caldea,1,1,480,24,0.35,https://www.caldea.com/oferta-hotel-andorra,384,0.28,134.00,0.88,74700,"[76,76,36,67,16,13,16,20,30,36,36,36]",2026-01-06,"Video, Image, Ads bottom, Related searches","informational, transactional",Organic
oferta caldea,1,1,480,27,0.24,https://www.caldea.com/ofertas,384,0.28,92.00,1,291000,"[25,25,37,13,16,4,11,20,68,16,20,25]",2026-02-03,"People also ask, Related searches",informational,Organic
balneario de caldea,1,1,480,30,0.11,https://www.caldea.com/,384,0.28,42.00,0.71,201000,"[59,72,39,48,32,32,32,59,72,48,59,48]",2026-02-04,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches, Short videos",navigational,Organic
caldea carnet jove,1,1,480,21,0.00,https://www.caldea.com/caldea-carne-joven,384,0.28,0.00,0.01,2550,"[45,67,55,67,45,16,20,20,10,13,30,36]",2025-12-13,Related searches,"informational, transactional",Organic
spa a andorra,1,1,1300,22,0.20,http://www.caldea.com/,322,0.24,64.00,0.95,30300000,"[68,100,31,52,68,20,68,52,52,84,100,68]",2026-02-01,"Local pack, Video, Image, People also ask, Related searches",commercial,Local pack
andorra spa,1,1,1300,18,0.20,https://www.caldea.com/,322,0.24,64.00,0.95,24000000,"[34,44,34,34,55,44,13,34,55,82,44,34]",2026-01-31,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",informational,Organic
centro caldea,1,1,390,36,0.16,https://www.caldea.com/,312,0.23,49.00,0.81,259000,"[20,7,0,16,27,36,3,2,3,4,1,2]",2026-01-24,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
precios caldea,1,1,390,28,0.08,https://www.caldea.com/entradas,312,0.23,24.00,0.91,74900,"[25,25,16,16,11,11,13,20,46,16,20,31]",2026-01-29,"Video, People also ask, Related searches","navigational, transactional",Organic
ofertas caldea 2x1 2025,1,1,390,23,0.20,https://www.caldea.com/ofertas,312,0.23,62.00,1,806,"[0,11,26,17,21,59,100,59,59,72]",2026-01-25,"People also ask, Related searches",transactional,Organic
oferta caldea 2x1,1,1,390,25,0.19,https://www.caldea.com/ofertas,312,0.23,59.00,1,7270,"[67,67,7,7,4,5,29,54,100,54,54,54]",2026-01-27,"Video, Related searches",transactional,Organic
caldea nevado,1,1,390,30,0.08,https://www.caldea.com/,312,0.23,24.00,0.18,9240,"[81,100,44,44,29,19,15,36,44,36,44,54]",2026-01-21,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
precio caldea,1,1,320,26,0.08,https://www.caldea.com/entradas,256,0.19,20.00,0.91,480000,"[39,39,26,32,21,14,14,21,100,21,14,32]",2026-01-22,"Video, People also ask, Related searches","navigational, transactional",Organic
entradas caldea ofertas,1,1,320,27,0.17,https://www.caldea.com/ofertas,256,0.19,43.00,1,311000,"[54,66,29,19,36,19,23,54,81,54,36,54]",2026-01-31,"People also ask, Related searches",transactional,Organic
caldeas andorra,1,1,320,31,0.16,https://www.caldea.com/,256,0.19,40.00,0.81,1280,"[24,45,45,24,24,6,5,13,24,13,20,20]",2026-01-27,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
andorra hotel caldea,1,1,320,24,0.31,https://www.caldea.com/oferta-hotel-andorra,256,0.19,79.00,0.77,0,"[6,76,10,5,3,3,3,76,1,3,100,5]",2025-12-17,"Knowledge panel, Sitelinks, Video, Image, Ads bottom, Related searches","informational, transactional",Organic
andorra la vella caldea,1,1,320,30,0.18,https://www.caldea.com/,256,0.19,46.00,0.86,272000,"[100,81,54,43,43,29,29,66,100,81,66,100]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
hotel + caldea,1,1,320,25,0.00,https://www.caldea.com/ofertas-caldea-hotel,256,0.19,0.00,0,581000,"[13,16,8,7,4,3,3,8,10,10,10,16]",2026-01-27,"Knowledge panel, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
caldea niños,1,1,320,29,0.00,https://www.caldea.com/likids,256,0.19,0.00,0,435000,"[54,66,66,81,81,35,44,28,15,23,54,66]",2025-12-19,"Knowledge panel, Image pack, Sitelinks, Video, Related searches","navigational, transactional",Organic
caldea entrada,1,1,320,31,0.15,https://www.caldea.com/entradas,256,0.19,38.00,1,405000,"[8,16,4,2,3,3,1,8,20,7,7,7]",2026-01-30,"Knowledge panel, Sitelinks, Video, People also ask, Related searches","navigational, transactional",Organic
caldea andorra ofertas,1,1,320,24,0.26,https://www.caldea.com/ofertas,256,0.19,66.00,1,274000,"[30,55,45,30,20,16,6,8,20,30,30,30]",2025-12-28,"Sitelinks, Video, Related searches","informational, transactional",Organic
entradas caldea andorra,1,1,320,30,0.18,https://www.caldea.com/entradas,256,0.19,46.00,1,249000,"[81,81,35,35,35,23,28,35,100,81,54,100]",2026-01-21,"Knowledge panel, Video, Ads bottom, People also ask, Related searches","informational, transactional",Organic
inuu caldea,1,1,320,28,0.18,https://www.caldea.com/entrada-premium,256,0.19,46.00,0.41,12200,"[16,20,30,76,24,45,16,10,10,10,16,20]",2025-12-09,"Knowledge panel, Video, Related searches","navigational, transactional",Organic
hotel andorra caldea,1,1,260,24,0.31,https://www.caldea.com/oferta-hotel-andorra,208,0.15,64.00,0.77,341000,"[31,11,31,8,8,8,25,5,4,5,16,20]",2025-12-09,"Knowledge panel, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
ofertas caldea y hotel,1,1,260,20,0.38,https://www.caldea.com/oferta-hotel-andorra,208,0.15,79.00,1,258000,"[59,48,14,39,26,14,5,17,7,26,39,9]",2026-01-21,"Image, Ads bottom, Related searches",commercial,Organic
caldea balneario andorra,1,1,260,27,0.18,https://www.caldea.com/,208,0.15,37.00,0.85,91600,"[20,100,13,6,13,5,1,67,2,13,3,13]",2025-12-28,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches",navigational,Organic
andorra spa caldea,1,1,260,30,0.20,https://www.caldea.com/,208,0.15,41.00,0.55,551000,"[11,8,13,7,100,3,3,3,2,3,3,4]",2025-12-16,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
caldea telefono,1,1,260,35,0.37,https://www.caldea.com/contacto,208,0.15,76.00,0.01,7970,"[81,81,66,43,54,22,35,43,66,43,43,54]",2026-01-19,"Knowledge panel, Video, People also ask, Related searches, AI overview","navigational, transactional",Organic
caldea ofertas parejas,1,1,260,21,0.19,https://www.caldea.com/parejas,208,0.15,39.00,1,23500,"[54,54,66,66,66,35,54,35,15,23,18,28]",2025-12-09,"Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
caldea entradas ofertas,1,1,260,25,0.17,https://www.caldea.com/ofertas,208,0.15,35.00,1,586000,"[54,66,15,15,44,3,5,66,100,35,18,81]",2026-01-23,"People also ask, Related searches",navigational,Organic
entrada caldea oferta,1,1,260,25,0.17,https://www.caldea.com/ofertas,208,0.15,35.00,1,535000,"[66,81,5,3,54,1,1,66,100,15,18,66]",2026-01-30,"People also ask, Related searches",transactional,Organic
caldea de noche,1,1,260,21,0.18,https://www.caldea.com/classic/entrada-spa-nocturna,208,0.15,37.00,0.52,477000,"[66,66,43,43,28,17,35,66,100,66,82,100]",2026-01-17,"Image pack, Video, People also ask, Related searches",informational,Organic
caldes andorra,1,1,260,33,0.16,https://www.caldea.com/,208,0.15,33.00,0.81,621000,"[3,54,16,8,16,0,2,7,8,5,7,8]",2026-01-31,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
oferta entrada caldea,1,1,260,24,0.17,https://www.caldea.com/ofertas,208,0.15,35.00,1,436000,"[54,66,12,9,36,0,0,66,100,15,12,54]",2026-02-02,"Video, Related searches",transactional,Organic
caldea + hotel,1,1,260,25,0.00,https://www.caldea.com/oferta-hotel-andorra,208,0.15,0.00,0,565000,"[36,30,20,20,13,6,8,13,16,16,20,24]",2026-01-21,"Knowledge panel, Video, Image, Ads top, Ads bottom, Related searches","informational, transactional",Organic
caldea precio,1,1,260,25,0.08,https://www.caldea.com/entradas,208,0.15,16.00,0.89,403000,"[24,45,16,10,8,5,5,5,13,16,8,13]",2026-01-03,"Video, Related searches, AI overview","navigational, transactional",Organic
entradas a caldea andorra,1,1,260,28,0.18,https://www.caldea.com/entradas,208,0.15,37.00,1,260000,"[81,100,54,43,43,18,22,54,81,54,66,100]",2026-01-19,"Knowledge panel, Video, People also ask, Related searches","informational, transactional",Organic
spa andorra,1,1,2900,25,0.20,https://www.caldea.com/,188,0.14,37.00,0.95,26500000,"[100,81,53,35,29,24,66,35,53,44,53,53]",2026-02-03,"Local pack, Video, Image, Related searches",commercial,Organic
andorra balneario,1,1,720,26,0.24,https://www.caldea.com/,178,0.13,42.00,0.58,1450000,"[13,34,20,20,55,20,24,13,44,8,16,13]",2025-12-11,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
caldea andorra la vella,1,1,210,45,0.18,https://www.caldea.com/,168,0.12,30.00,0.86,273000,"[66,66,35,23,23,12,17,53,82,66,82,100]",2026-01-22,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
caldea reservas,1,1,210,30,0.32,https://www.caldea.com/reserva-ahora,168,0.12,53.00,0.84,223000,"[66,66,100,100,53,43,23,17,23,43,66,43]",2025-12-24,"Knowledge panel, Sitelinks, Video, Ads top, Related searches",navigational,Organic
caldea andorra entradas,1,1,210,29,0.18,https://www.caldea.com/entradas,168,0.12,30.00,1,244000,"[35,43,14,14,22,14,14,81,54,43,100,100]",2026-01-06,"Knowledge panel, Video, Ads bottom, People also ask, Related searches","informational, transactional",Organic
ofertas andorra con caldea,1,1,210,23,0.26,https://www.caldea.com/ofertas,168,0.12,43.00,0.99,71900,"[23,5,100,82,0,0,35,66,100,100,100,23]",2026-01-22,"Video, Image, Ads bottom, Related searches",transactional,Organic
caldea horarios,1,1,210,26,0.29,https://www.caldea.com/horarios-caldea,168,0.12,48.00,0.04,56600,"[8,100,35,66,44,23,23,54,11,6,5,8]",2026-01-20,"Knowledge panel, Related searches","navigational, transactional",Organic
horario caldea,1,1,210,24,0.29,https://www.caldea.com/horarios-caldea,168,0.12,48.00,0.04,110000,"[100,9,54,9,9,2,5,6,29,6,54,81]",2026-01-25,"Knowledge panel, People also ask, Related searches, AI overview","navigational, transactional",Organic
caldea ofertas entradas,1,1,210,25,0.17,https://www.caldea.com/ofertas,168,0.12,28.00,1,74200,"[66,81,3,1,54,0,0,66,100,15,18,66]",2026-01-27,"People also ask, Related searches",transactional,Organic
entrada a caldea,1,1,210,28,0.14,https://www.caldea.com/entradas,168,0.12,23.00,1,434000,"[16,13,8,7,4,2,2,8,13,10,7,13]",2026-02-02,"Knowledge panel, Video, Image, People also ask, Related searches","navigational, transactional",Organic
caldea entradas oferta,1,1,210,24,0.17,https://www.caldea.com/ofertas,168,0.12,28.00,1,182000,"[11,66,3,54,66,6,5,35,3,5,54,100]",2025-12-10,"Sitelinks, Video, Related searches",informational,Organic
balneario andorra caldea,1,1,210,29,0.17,https://www.caldea.com/,168,0.12,28.00,0.63,161000,"[13,13,10,16,13,13,13,8,6,6,16,24]",2025-12-12,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",navigational,Organic
andorra caldea hotel,1,1,210,,0.35,https://www.caldea.com/oferta-hotel-andorra,168,0.12,58.00,0.88,619000,"[5,8,3,7,2,3,3,8,7,5,7,8]",2026-01-27,"Knowledge panel, Image, Ads bottom, People also ask, Related searches, AI overview","informational, transactional",Organic
ofertes caldea 2x1,1,1,210,22,0.21,https://www.caldea.com/ofertas,168,0.12,35.00,1,14300,"[43,100,43,54,14,18,2,10,43,66,54,54]",2026-01-01,"Sitelinks, Video, Related searches","informational, transactional",Organic
spa en andorra,1,1,590,18,0.36,http://www.caldea.com/,146,0.1,52.00,0.67,22800000,"[20,20,34,34,34,20,20,13,8,11,16,20]",2025-12-14,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Local pack
hotel+ caldea,1,1,170,19,0.43,https://www.caldea.com/ofertas-caldea-hotel,136,0.1,58.00,0.97,489000,"[44,0,0,1,23,54,29,3,1,1,4,100]",2026-01-02,"Sitelinks, Video, Image, Hotels Pack, Related searches","informational, transactional",Organic
carnet jove caldea,1,1,170,27,0.74,https://www.caldea.com/caldea-carne-joven,136,0.1,100.00,0.04,1970,"[10,23,44,36,29,2,10,29,7,19,4,7]",2026-02-05,"People also ask, Related searches","informational, transactional",Organic
fin de semana en andorra con caldea,1,1,170,19,0.22,https://www.caldea.com/oferta-hotel-andorra,136,0.1,29.00,1,36800,"[100,81,5,29,5,5,5,5,15,5,5,19]",2026-01-06,"Video, Image, Ads bottom, People also ask, Related searches",transactional,Organic
precio entrada caldea,1,1,170,25,0.07,https://www.caldea.com/entradas,136,0.1,9.00,0.98,394000,"[66,66,28,35,28,17,28,66,66,53,43,53]",2026-01-13,"Video, People also ask, Related searches, AI overview",transactional,Organic
andorra y caldea ofertas,1,1,170,,0.26,https://www.caldea.com/ofertas,136,0.1,35.00,0.99,72100,"[7,7,100,82,0,0,35,66,100,100,100,0]",2026-02-02,"Video, Related searches",transactional,Organic
hotel andorra y caldea,1,1,170,27,0.35,https://www.caldea.com/oferta-hotel-andorra,136,0.1,47.00,0.88,250000,"[15,4,54,100,4,36,6,9,9,15,15,19]",2026-01-30,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",Organic
caldea hotel andorra,1,1,170,27,0.35,https://www.caldea.com/oferta-hotel-andorra,136,0.1,47.00,0.88,378000,"[8,10,2,3,2,1,13,4,5,4,30,7]",2026-01-27,"Knowledge panel, Image, People also ask, Related searches","informational, transactional",Organic
hotel andorra con caldea,1,1,170,23,0.35,https://www.caldea.com/oferta-hotel-andorra,136,0.1,47.00,0.88,255000,"[6,8,100,3,8,6,0,1,0,5,5,5]",2026-01-22,"Video, Image, Ads bottom, Hotels Pack, Related searches",transactional,Organic
balneario andora,1,1,170,,0.10,https://www.caldea.com/,136,0.1,13.00,0.84,1430000,"[9,100,100,0,0,0,0,0,0,0,0,0]",2026-01-06,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
oferta andorra caldea,1,1,170,23,0.26,https://www.caldea.com/ofertas,136,0.1,35.00,0.99,109000,"[66,53,100,53,17,12,12,28,53,43,43,66]",2026-01-18,"Video, Ads bottom, Related searches",transactional,Organic
caldea y hotel,1,1,170,18,0.40,https://www.caldea.com/oferta-hotel-andorra,136,0.1,54.00,0.99,544000,"[23,29,29,23,29,15,10,10,15,19,19,19]",2025-12-28,"Video, Image, Related searches","informational, transactional",Organic
balneario andorra la vella,1,1,170,,0.13,https://www.caldea.com/,136,0.1,17.00,0.98,161000,"[35,54,35,22,18,22,14,22,43,54,29,43]",2026-01-01,"Knowledge panel, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
caldea hoteles,1,1,170,29,0.38,https://www.caldea.com/oferta-hotel-andorra,136,0.1,51.00,0.97,314000,"[5,12,44,9,5,19,4,5,29,9,100,12]",2026-01-11,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",Organic
fotos de centro termolúdico caldea,1,1,1000,24,0.00,https://www.caldea.com/classic,133,0.09,0.00,0.02,4590,"[0,0,0,30,100,82,82,24,11,16,30,34]",2025-12-15,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
balneario en andorra,1,1,480,20,0.10,https://www.caldea.com/,119,0.08,11.00,0.84,1750000,"[30,30,55,20,24,13,20,24,30,45,45,45]",2026-01-26,"Knowledge panel, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
inuu andorra,1,1,480,23,0.15,https://www.caldea.com/entrada-premium,119,0.08,17.00,0.67,44700,"[67,55,36,30,30,24,20,36,45,36,36,36]",2026-01-25,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
fotos de caldea,1,1,880,23,0.00,https://www.caldea.com/blog/beneficios-agua-termal-caldea/,117,0.08,0.00,0.09,281000,"[79,100,100,100,4,2,3,2,1,1,2,3]",2025-12-11,"Image pack, Video, Image, Related searches",informational,Image pack
